,song_title,lyric_pair
2985,This Devil’s Workday,All those people that you know || Floating in the river are logs
2986,This Devil’s Workday,"Floating in the river are logs || Well, let's take this potted plant"
2987,This Devil’s Workday,"Well, let's take this potted plant || To the woods and set it free"
2988,This Devil’s Workday,To the woods and set it free || I'm gonna tell the owners
2989,This Devil’s Workday,I'm gonna tell the owners || Just how nice that was of me
2990,This Devil’s Workday,Just how nice that was of me || I could buy myself a reason
2991,This Devil’s Workday,I could buy myself a reason || I could sell myself a job
2992,This Devil’s Workday,I could sell myself a job || I could hang myself on treason
2993,This Devil’s Workday,I could hang myself on treason || Oh I am my own damn God
2994,Wicked Campaign,Well I just found the fence where I am going to lean || Take my handkerchief out and rub my eyeglasses clean
2995,Wicked Campaign,"Take my handkerchief out and rub my eyeglasses clean || So I just learned my face, but I forgot my name"
2996,Wicked Campaign,"So I just learned my face, but I forgot my name || I'm gonna wear this smile like it's some stupid toupee"
2997,Wicked Campaign,"I'm gonna wear this smile like it's some stupid toupee || And say, ""Oh, oh, oh, oh, that's too bad"""
2998,Wicked Campaign,"And say, ""Oh, oh, oh, oh, that's too bad"" || Oh, I just learned your face, but it is bound to change"
2999,Wicked Campaign,"Oh, I just learned your face, but it is bound to change || You can say what you want but try to think it my way"
3000,Wicked Campaign,"You can say what you want but try to think it my way || And say, ""Oh, oh, oh, this wicked campaign"""
3001,Wicked Campaign,"And say, ""Oh, oh, oh, this wicked campaign"" || I said, ""Oh, oh, oh, this was not my plan"""
3002,Wicked Campaign,"I said, ""Oh, oh, oh, this was not my plan"" || Well, you know I'm a bastard and we only just met"
3003,Wicked Campaign,"Well, you know I'm a bastard and we only just met || I guess I probably shouldn't wear this big old sign 'round my neck"
3004,Wicked Campaign,I guess I probably shouldn't wear this big old sign 'round my neck || I've still got some opinions that I'm willing to claim
3005,Wicked Campaign,I've still got some opinions that I'm willing to claim || I'm gonna carry them around like they're some wicked campaign
3006,Wicked Campaign,"I'm gonna carry them around like they're some wicked campaign || I started the debate, but now I'm sure I can't win"
3007,Wicked Campaign,"I started the debate, but now I'm sure I can't win || I should probably just exit the same way I came in"
3008,Wicked Campaign,"I should probably just exit the same way I came in || Well counted calculator, you didn't calculate this"
3009,Wicked Campaign,"Well counted calculator, you didn't calculate this || That there's a lot more nothing than you knew exists"
3010,Wicked Campaign,"That there's a lot more nothing than you knew exists || Oh, oh, oh, this wicked campaign"
3011,Wicked Campaign,"Oh, oh, oh, this wicked campaign || I said, ""Oh, oh, oh, this was not my plan"""
3012,Wicked Campaign,"I said, ""Oh, oh, oh, this was not my plan"" || Oh, oh, oh, this wicked campaign"
3013,Wicked Campaign,"Oh, oh, oh, this wicked campaign || Every day is a wicked campaign"
3014,Wicked Campaign,"Every day is a wicked campaign || Well, I just found the fence where I am going to lean"
3015,Wicked Campaign,"Well, I just found the fence where I am going to lean || Take my handkerchief out and rub my eyeglasses clean"
3016,Wicked Campaign,Take my handkerchief out and rub my eyeglasses clean || And just wait
3017,Wicked Campaign,And just wait || And just wait
3018,Wicked Campaign,And just wait || And just wait
3019,Wicked Campaign,And just wait || And just wait
3020,Wicked Campaign,And just wait || And just wait
3021,Wicked Campaign,And just wait || And just wait
3022,Wicked Campaign,"And just wait || And just wait and wait, wait, wait"
3023,Wicked Campaign,"And just wait and wait, wait, wait || I'm not dead but I misplaced the will"
3024,Wicked Campaign,I'm not dead but I misplaced the will || I'm gonna wear this smile like it's a hundred dollar bill
3025,Wicked Campaign,"I'm gonna wear this smile like it's a hundred dollar bill || And just wait, wait, wait"
3026,Wicked Campaign,"And just wait, wait, wait || Wait, wait, wait, wait"
3027,Wicked Campaign,"Wait, wait, wait, wait || I'm not a doctor, but I'll sell you an itch"
3028,Wicked Campaign,"I'm not a doctor, but I'll sell you an itch || I could apologize, but then a bit more nothing exists"
3029,Wicked Campaign,"I could apologize, but then a bit more nothing exists || So the worlds got plenty of good and bad liars"
3030,Wicked Campaign,So the worlds got plenty of good and bad liars || But our lies should come with chariots and choirs
3031,Wicked Campaign,"But our lies should come with chariots and choirs || Singing, ""Oh, oh, oh, things are not so bad"""
3032,Wicked Campaign,"Singing, ""Oh, oh, oh, things are not so bad"" || And we sing, ""Oh, oh, oh, it's our wicked campaign"""
3033,Wicked Campaign,"And we sing, ""Oh, oh, oh, it's our wicked campaign"" || And they sing, ""Oh, oh, oh, things are not so bad"""
3034,Wicked Campaign,"And they sing, ""Oh, oh, oh, things are not so bad"" || We sing, ""Oh, oh, oh, what a wicked campaign"""
3035,Medication,This is the part of me that needs medication || This is the part of me that believes in heaven
3036,Medication,This is the part of me that believes in heaven || This is the part of me that thinks outer space is all dead
3037,Medication,This is the part of me that thinks outer space is all dead || This is the part of me that wishes it was with it
3038,Medication,This is the part of me that wishes it was with it || This is the part of me that's trying to be funny
3039,Medication,This is the part of me that's trying to be funny || This is the part of me that loves my parents
3040,Medication,This is the part of me that loves my parents || This is the part of me that thinks that ants are cavemen
3041,Medication,This is the part of me that thinks that ants are cavemen || This is the part of me that thinks all humans are ants
3042,Medication,This is the part of me that thinks all humans are ants || This is the part of me that learns from sitcoms
3043,Medication,This is the part of me that learns from sitcoms || This is the part of me that means nothing
3044,Medication,This is the part of me that means nothing || And I don't know
3045,Medication,And I don't know || Where I could go away and you could wish that I had stayed
3046,Medication,Where I could go away and you could wish that I had stayed || Or just stayed gone
3047,Medication,Or just stayed gone || And I don't know
3048,Medication,And I don't know || And I don't know at all
3049,Medication,"And I don't know at all || So, out of the context"
3050,Medication,"So, out of the context || And into what you meant"
3051,Medication,And into what you meant || And you know your reasons
3052,Medication,And you know your reasons || You don't know who you are but you know who you want to be
3053,Medication,You don't know who you are but you know who you want to be || I don't know
3054,Medication,I don't know || So you go to the library to get yourself a book
3055,Medication,So you go to the library to get yourself a book || And you look and you look but you didn't find anything to read
3056,Medication,And you look and you look but you didn't find anything to read || And I don't know at all
3057,Medication,And I don't know at all || Left all my kinder parts rusting and peeling
3058,Medication,Left all my kinder parts rusting and peeling || That guy was complaining as he looked at the ceiling
3059,Medication,"That guy was complaining as he looked at the ceiling || My nose isn't that big, it looks nothing like me"
3060,Medication,"My nose isn't that big, it looks nothing like me || We're all doctors trading sadness for numbness"
3061,Medication,We're all doctors trading sadness for numbness || Grass looks much greener but it's green-painted cement
3062,Medication,Grass looks much greener but it's green-painted cement || The mayor's machines are there cleaning the pavement
3063,Medication,The mayor's machines are there cleaning the pavement || You can't make dirt clean so we'll just lemon-scent it
3064,She Ionizes & Atomizes,She ionizes and atomizes || Then turns to sunlight
3065,She Ionizes & Atomizes,Then turns to sunlight || He realizes and itemizes
3066,She Ionizes & Atomizes,He realizes and itemizes || Pulls harder than gravity
3067,She Ionizes & Atomizes,Pulls harder than gravity || She ionizes and atomizes
3068,She Ionizes & Atomizes,She ionizes and atomizes || Then turns to sunlight
3069,She Ionizes & Atomizes,Then turns to sunlight || Fluorescent light-bulbs will
3070,She Ionizes & Atomizes,"Fluorescent light-bulbs will || Make an absense of dark, but the light"
3071,She Ionizes & Atomizes,"Make an absense of dark, but the light || Just ain't there still, and she said"
3072,She Ionizes & Atomizes,"Just ain't there still, and she said || ""I am feeling empty"
3073,She Ionizes & Atomizes,"""I am feeling empty || The real lights can make you heavy"
3074,She Ionizes & Atomizes,The real lights can make you heavy || But never ever really empty
3075,She Ionizes & Atomizes,"But never ever really empty || Fluorescent lights will always equal empty"""
3076,Strangers to Ourselves,We're lucky that || We're lucky that we slept
3077,Strangers to Ourselves,We're lucky that we slept || Didn't seem like we realized we'd be stuck in traffic
3078,Strangers to Ourselves,Didn't seem like we realized we'd be stuck in traffic || We're lucky that we slept
3079,Strangers to Ourselves,We're lucky that we slept || Not to be confused the points from the purpose
3080,Strangers to Ourselves,Not to be confused the points from the purpose || We're lucky that
3081,Strangers to Ourselves,We're lucky that || We're lucky that we're so capable to forget
3082,Strangers to Ourselves,"We're lucky that we're so capable to forget || How lucky we are, that we are, so easy to forget"
3083,Strangers to Ourselves,"How lucky we are, that we are, so easy to forget || How often we become susceptible to regret"
3084,Strangers to Ourselves,How often we become susceptible to regret || I do regret
3085,Strangers to Ourselves,I do regret || How often we are confused
3086,Strangers to Ourselves,How often we are confused || How honestly we have tried
3087,Strangers to Ourselves,How honestly we have tried || But we'll forget
3088,Strangers to Ourselves,"But we'll forget || We have designed, have designed, have designed more unusual things as yet"
3089,Strangers to Ourselves,"We have designed, have designed, have designed more unusual things as yet || How often we are confused"
3090,Strangers to Ourselves,How often we are confused || How honestly we have tried
3091,Strangers to Ourselves,How honestly we have tried || But will forget
3092,Strangers to Ourselves,But will forget || We'll forget
3093,People as Places as People,"To answer a question, it'll probably take more || If you're already there, well, you probably don't know"
3094,People as Places as People,"If you're already there, well, you probably don't know || Well, we were the people that we wanted to know"
